Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,mouse_id_number,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,source_name,SRA Study,strain,tissue
SRR21355692,RNA-Seq,300,3442106100,PRJNA875066,SAMN30602210,1301293045,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX17361449,Illumina NovaSeq 6000,GSM6527258,PAIRED,cDNA,TRANSCRIPTOMIC,12,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:13:00Z,1,GSM6527258,male,Caudate putamen,SRP394927,C57BL/6JN,Caudate putamen
SRR21355693,RNA-Seq,300,1054598700,PRJNA875066,SAMN30602211,405840604,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,run.zq,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX17361448,Illumina NovaSeq 6000,GSM6527256,PAIRED,cDNA,TRANSCRIPTOMIC,11,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T02:52:00Z,1,GSM6527256,male,Caudate putamen,SRP394927,C57BL/6JN,Caudate putamen
SRR21355694,RNA-Seq,300,5276442300,PRJNA875066,SAMN30602212,1993639234,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX17361447,Illumina NovaSeq 6000,GSM6527255,PAIRED,cDNA,TRANSCRIPTOMIC,10,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:21:00Z,1,GSM6527255,female,Caudate putamen,SRP394927,C57BL/6JN,Caudate putamen
SRR21355695,RNA-Seq,300,3838570500,PRJNA875066,SAMN30602213,1428538855,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX17361446,Illumina NovaSeq 6000,GSM6527254,PAIRED,cDNA,TRANSCRIPTOMIC,1,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:13:00Z,1,GSM6527254,female,Caudate putamen,SRP394927,C57BL/6JN,Caudate putamen
SRR21355696,RNA-Seq,300,5942394000,PRJNA875066,SAMN30602214,2222401907,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX17361445,Illumina NovaSeq 6000,GSM6527253,PAIRED,cDNA,TRANSCRIPTOMIC,9,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:30:00Z,1,GSM6527253,male,Motor cortex,SRP394927,C57BL/6JN,Motor cortex
SRR21355697,RNA-Seq,300,5408877600,PRJNA875066,SAMN30602215,1980740676,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX17361444,Illumina NovaSeq 6000,GSM6527252,PAIRED,cDNA,TRANSCRIPTOMIC,8,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:22:00Z,1,GSM6527252,male,Motor cortex,SRP394927,C57BL/6JN,Motor cortex
SRR21355698,RNA-Seq,300,4459655700,PRJNA875066,SAMN30602216,1650983490,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX17361443,Illumina NovaSeq 6000,GSM6527250,PAIRED,cDNA,TRANSCRIPTOMIC,7,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:23:00Z,1,GSM6527250,female,Motor cortex,SRP394927,C57BL/6JN,Motor cortex
SRR21355699,RNA-Seq,300,2890578600,PRJNA875066,SAMN30602217,1126656748,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX17361442,Illumina NovaSeq 6000,GSM6527249,PAIRED,cDNA,TRANSCRIPTOMIC,6,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:05:00Z,1,GSM6527249,male,Motor cortex,SRP394927,C57BL/6JN,Motor cortex
SRR21355700,RNA-Seq,300,8399163900,PRJNA875066,SAMN30602218,3011528104,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX17361441,Illumina NovaSeq 6000,GSM6527248,PAIRED,cDNA,TRANSCRIPTOMIC,59,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:35:00Z,1,GSM6527248,male,Motor cortex,SRP394927,C57BL/6JN,Motor cortex
SRR21355701,RNA-Seq,300,5969182500,PRJNA875066,SAMN30602219,2281720531,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17361440,Illumina NovaSeq 6000,GSM6527247,PAIRED,cDNA,TRANSCRIPTOMIC,58,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:28:00Z,1,GSM6527247,male,Motor cortex,SRP394927,C57BL/6JN,Motor cortex
SRR21355702,RNA-Seq,300,6462837000,PRJNA875066,SAMN30602268,2358041320,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17361439,Illumina NovaSeq 6000,GSM6527189,PAIRED,cDNA,TRANSCRIPTOMIC,13,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:56:00Z,1,GSM6527189,female,Motor cortex,SRP394927,C57BL/6JN,Motor cortex
SRR21355703,RNA-Seq,300,3377892900,PRJNA875066,SAMN30602269,1264440703,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX17361438,Illumina NovaSeq 6000,GSM6527188,PAIRED,cDNA,TRANSCRIPTOMIC,12,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:10:00Z,1,GSM6527188,male,Motor cortex,SRP394927,C57BL/6JN,Motor cortex
SRR21355704,RNA-Seq,300,4517267100,PRJNA875066,SAMN30602270,1706572909,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX17361437,Illumina NovaSeq 6000,GSM6527187,PAIRED,cDNA,TRANSCRIPTOMIC,11,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:22:00Z,1,GSM6527187,male,Motor cortex,SRP394927,C57BL/6JN,Motor cortex
SRR21355705,RNA-Seq,300,8004169800,PRJNA875066,SAMN30602271,2963717870,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX17361436,Illumina NovaSeq 6000,GSM6527186,PAIRED,cDNA,TRANSCRIPTOMIC,10,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:49:00Z,1,GSM6527186,female,Motor cortex,SRP394927,C57BL/6JN,Motor cortex
SRR21355706,RNA-Seq,300,7537563300,PRJNA875066,SAMN30602272,2748961696,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX17361435,Illumina NovaSeq 6000,GSM6527184,PAIRED,cDNA,TRANSCRIPTOMIC,1,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:45:00Z,1,GSM6527184,female,Motor cortex,SRP394927,C57BL/6JN,Motor cortex
SRR21355707,RNA-Seq,300,2758467000,PRJNA875066,SAMN30602273,1074206969,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX17361434,Illumina NovaSeq 6000,GSM6527183,PAIRED,cDNA,TRANSCRIPTOMIC,9,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:06:00Z,1,GSM6527183,male,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355708,RNA-Seq,300,574561200,PRJNA875066,SAMN30602274,221988744,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX17361433,Illumina NovaSeq 6000,GSM6527182,PAIRED,cDNA,TRANSCRIPTOMIC,8,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T02:50:00Z,1,GSM6527182,male,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355709,RNA-Seq,300,6313947900,PRJNA875066,SAMN30602275,2355057656,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17361432,Illumina NovaSeq 6000,GSM6527181,PAIRED,cDNA,TRANSCRIPTOMIC,7,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:21:00Z,1,GSM6527181,female,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355710,RNA-Seq,300,14481564900,PRJNA875066,SAMN30602276,5325869457,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX17361431,Illumina NovaSeq 6000,GSM6527180,PAIRED,cDNA,TRANSCRIPTOMIC,6,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-02T07:09:00Z,1,GSM6527180,male,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355711,RNA-Seq,300,10318064400,PRJNA875066,SAMN30602277,3758146584,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX17361430,Illumina NovaSeq 6000,GSM6527179,PAIRED,cDNA,TRANSCRIPTOMIC,59,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-02T06:38:00Z,1,GSM6527179,male,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355712,RNA-Seq,300,7967788800,PRJNA875066,SAMN30602278,2940567369,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX17361429,Illumina NovaSeq 6000,GSM6527177,PAIRED,cDNA,TRANSCRIPTOMIC,58,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:49:00Z,1,GSM6527177,male,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355713,RNA-Seq,300,5989362600,PRJNA875066,SAMN30602279,2255817037,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17361428,Illumina NovaSeq 6000,GSM6527176,PAIRED,cDNA,TRANSCRIPTOMIC,57,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:29:00Z,1,GSM6527176,male,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355714,RNA-Seq,300,6070999800,PRJNA875066,SAMN30602280,2268407744,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX17361427,Illumina NovaSeq 6000,GSM6527175,PAIRED,cDNA,TRANSCRIPTOMIC,56,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:26:00Z,1,GSM6527175,female,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355715,RNA-Seq,300,8186139300,PRJNA875066,SAMN30602281,3087929401,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX17361426,Illumina NovaSeq 6000,GSM6527174,PAIRED,cDNA,TRANSCRIPTOMIC,55,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:48:00Z,1,GSM6527174,female,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355716,RNA-Seq,300,7132963200,PRJNA875066,SAMN30602282,2628207309,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX17361425,Illumina NovaSeq 6000,GSM6527173,PAIRED,cDNA,TRANSCRIPTOMIC,54,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:37:00Z,1,GSM6527173,female,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355717,RNA-Seq,300,7625572500,PRJNA875066,SAMN30602283,2787954804,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX17361424,Illumina NovaSeq 6000,GSM6527172,PAIRED,cDNA,TRANSCRIPTOMIC,53,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:31:00Z,1,GSM6527172,female,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355718,RNA-Seq,300,3386236800,PRJNA875066,SAMN30602284,1320737394,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17361423,Illumina NovaSeq 6000,GSM6527171,PAIRED,cDNA,TRANSCRIPTOMIC,52,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:09:00Z,1,GSM6527171,female,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355719,RNA-Seq,300,2442883500,PRJNA875066,SAMN30602285,929252191,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17361422,Illumina NovaSeq 6000,GSM6527170,PAIRED,cDNA,TRANSCRIPTOMIC,51,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:04:00Z,1,GSM6527170,female,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355720,RNA-Seq,300,7112872200,PRJNA875066,SAMN30602286,2601416632,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX17361421,Illumina NovaSeq 6000,GSM6527168,PAIRED,cDNA,TRANSCRIPTOMIC,50,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:39:00Z,1,GSM6527168,female,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355721,RNA-Seq,300,8449125000,PRJNA875066,SAMN30602287,3144410364,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX17361420,Illumina NovaSeq 6000,GSM6527167,PAIRED,cDNA,TRANSCRIPTOMIC,5,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:35:00Z,1,GSM6527167,male,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355722,RNA-Seq,300,1112283600,PRJNA875066,SAMN30602288,433082959,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX17361419,Illumina NovaSeq 6000,GSM6527166,PAIRED,cDNA,TRANSCRIPTOMIC,49,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T02:54:00Z,1,GSM6527166,female,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355723,RNA-Seq,300,8997393600,PRJNA875066,SAMN30602289,3376065293,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX17361418,Illumina NovaSeq 6000,GSM6527165,PAIRED,cDNA,TRANSCRIPTOMIC,48,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-02T06:19:00Z,1,GSM6527165,female,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355724,RNA-Seq,300,1751623800,PRJNA875066,SAMN30602290,670346764,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX17361417,Illumina NovaSeq 6000,GSM6527164,PAIRED,cDNA,TRANSCRIPTOMIC,47,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:00:00Z,1,GSM6527164,female,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355725,RNA-Seq,300,1968384600,PRJNA875066,SAMN30602291,751064992,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17361416,Illumina NovaSeq 6000,GSM6527163,PAIRED,cDNA,TRANSCRIPTOMIC,46,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T02:59:00Z,1,GSM6527163,female,Cerebellum,SRP394927,C57BL/6JN,Cerebellum
SRR21355726,RNA-Seq,300,5380232400,PRJNA875066,SAMN30601572,1978678113,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX17361415,Illumina NovaSeq 6000,GSM6527983,PAIRED,cDNA,TRANSCRIPTOMIC,32,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:27:00Z,1,GSM6527983,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
SRR21355727,RNA-Seq,300,4174641000,PRJNA875066,SAMN30601573,1596816919,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX17361414,Illumina NovaSeq 6000,GSM6527982,PAIRED,cDNA,TRANSCRIPTOMIC,31,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:17:00Z,1,GSM6527982,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
SRR21355728,RNA-Seq,300,3016018800,PRJNA875066,SAMN30601574,1153069111,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX17361413,Illumina NovaSeq 6000,GSM6527981,PAIRED,cDNA,TRANSCRIPTOMIC,30,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:03:00Z,1,GSM6527981,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
SRR21355729,RNA-Seq,300,1612956300,PRJNA875066,SAMN30601575,610970534,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX17361412,Illumina NovaSeq 6000,GSM6527980,PAIRED,cDNA,TRANSCRIPTOMIC,3,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T02:58:00Z,1,GSM6527980,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
SRR21355730,RNA-Seq,300,957909300,PRJNA875066,SAMN30601576,367044963,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX17361411,Illumina NovaSeq 6000,GSM6527979,PAIRED,cDNA,TRANSCRIPTOMIC,29,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T02:53:00Z,1,GSM6527979,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
SRR21355731,RNA-Seq,300,4747131600,PRJNA875066,SAMN30601577,1749805793,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX17361410,Illumina NovaSeq 6000,GSM6527978,PAIRED,cDNA,TRANSCRIPTOMIC,28,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:19:00Z,1,GSM6527978,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
SRR21355732,RNA-Seq,300,8599678800,PRJNA875066,SAMN30601578,3202424809,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX17361409,Illumina NovaSeq 6000,GSM6527977,PAIRED,cDNA,TRANSCRIPTOMIC,27,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-02T07:58:00Z,1,GSM6527977,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
SRR21355733,RNA-Seq,300,6612654900,PRJNA875066,SAMN30601579,2534717423,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX17361408,Illumina NovaSeq 6000,GSM6527976,PAIRED,cDNA,TRANSCRIPTOMIC,26,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:27:00Z,1,GSM6527976,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
SRR21355734,RNA-Seq,300,4483743000,PRJNA875066,SAMN30601580,1651721563,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX17361407,Illumina NovaSeq 6000,GSM6527975,PAIRED,cDNA,TRANSCRIPTOMIC,25,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:18:00Z,1,GSM6527975,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
SRR21355735,RNA-Seq,300,5273025000,PRJNA875066,SAMN30601581,1971917524,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX17361406,Illumina NovaSeq 6000,GSM6527974,PAIRED,cDNA,TRANSCRIPTOMIC,24,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:24:00Z,1,GSM6527974,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
SRR21355736,RNA-Seq,300,5021846100,PRJNA875066,SAMN30601582,1888474656,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX17361405,Illumina NovaSeq 6000,GSM6527973,PAIRED,cDNA,TRANSCRIPTOMIC,23,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:23:00Z,1,GSM6527973,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
SRR21355737,RNA-Seq,300,1607876400,PRJNA875066,SAMN30601583,598498719,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX17361404,Illumina NovaSeq 6000,GSM6527972,PAIRED,cDNA,TRANSCRIPTOMIC,22,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T02:55:00Z,1,GSM6527972,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
SRR21355738,RNA-Seq,300,1518534900,PRJNA875066,SAMN30601584,580003909,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX17361403,Illumina NovaSeq 6000,GSM6527971,PAIRED,cDNA,TRANSCRIPTOMIC,21,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:01:00Z,1,GSM6527971,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
SRR21355739,RNA-Seq,300,4660558500,PRJNA875066,SAMN30601585,1720721447,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX17361402,Illumina NovaSeq 6000,GSM6527970,PAIRED,cDNA,TRANSCRIPTOMIC,20,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2022-09-01T03:21:00Z,1,GSM6527970,male,Visual Cortex,SRP394927,C57BL/6JN,Visual Cortex
