Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,experiment_group,Experiment,Instrument,Library Name,library_strategy,LibraryLayout,LibrarySelection,LibrarySource,mouse_id_number,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,source_name,SRA Study,strain,tissue,treatment
SRR23914393,RNA-Seq,300,3981803700,PRJNA946653,SAMN33827037,1445347447,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Young Plasma Injection,SRX19726013,Illumina NovaSeq 6000,GSM7105462,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,73,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:10:00Z,1,GSM7105462,male,Caudate putamen,SRP428176,C57BL/6JN,Caudate putamen,YMP
SRR23914394,RNA-Seq,300,8061739200,PRJNA946653,SAMN33827038,2971722022,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Young Plasma Injection,SRX19726012,Illumina NovaSeq 6000,GSM7105461,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,72,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:15:00Z,1,GSM7105461,male,Caudate putamen,SRP428176,C57BL/6JN,Caudate putamen,PBS
SRR23914395,RNA-Seq,300,3533652600,PRJNA946653,SAMN33827039,1333940930,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Young Plasma Injection,SRX19726011,Illumina NovaSeq 6000,GSM7105460,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,84,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:07:00Z,1,GSM7105460,male,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,PBS
SRR23914396,RNA-Seq,300,6248683200,PRJNA946653,SAMN33827040,2303109649,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19726010,Illumina NovaSeq 6000,GSM7105459,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,81,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:14:00Z,1,GSM7105459,male,Motor cortex,SRP428176,C57BL/6JN,Motor cortex,YMP
SRR23914397,RNA-Seq,300,3907120500,PRJNA946653,SAMN33827089,1427150456,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19726009,Illumina NovaSeq 6000,GSM7105410,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:09:00Z,1,GSM7105410,female,Pons,SRP428176,C57BL/6JN,Pons,aDR
SRR23914398,RNA-Seq,300,3705570900,PRJNA946653,SAMN33827090,1393942600,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19726008,Illumina NovaSeq 6000,GSM7105409,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:07:00Z,1,GSM7105409,female,Pons,SRP428176,C57BL/6JN,Pons,AL
SRR23914399,RNA-Seq,300,5523782700,PRJNA946653,SAMN33827091,2056538896,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19726007,Illumina NovaSeq 6000,GSM7105408,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:15:00Z,1,GSM7105408,female,Pons,SRP428176,C57BL/6JN,Pons,aDR
SRR23914400,RNA-Seq,300,3717036600,PRJNA946653,SAMN33827092,1377734011,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19726006,Illumina NovaSeq 6000,GSM7105407,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:08:00Z,1,GSM7105407,female,Pons,SRP428176,C57BL/6JN,Pons,aDR
SRR23914401,RNA-Seq,300,3784738500,PRJNA946653,SAMN33827093,1384630297,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19726005,Illumina NovaSeq 6000,GSM7105406,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:08:00Z,1,GSM7105406,female,Choroid plexus,SRP428176,C57BL/6JN,Choroid plexus,AL
SRR23914402,RNA-Seq,300,7863106200,PRJNA946653,SAMN33827094,2888197868,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19726004,Illumina NovaSeq 6000,GSM7105405,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:18:00Z,1,GSM7105405,female,Choroid plexus,SRP428176,C57BL/6JN,Choroid plexus,AL
SRR23914403,RNA-Seq,300,3359654400,PRJNA946653,SAMN33827095,1224482248,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19726003,Illumina NovaSeq 6000,GSM7105404,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:08:00Z,1,GSM7105404,female,Choroid plexus,SRP428176,C57BL/6JN,Choroid plexus,aDR
SRR23914404,RNA-Seq,300,3734971800,PRJNA946653,SAMN33827096,1384000484,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19726002,Illumina NovaSeq 6000,GSM7105403,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:07:00Z,1,GSM7105403,female,Choroid plexus,SRP428176,C57BL/6JN,Choroid plexus,AL
SRR23914405,RNA-Seq,300,12635646300,PRJNA946653,SAMN33827097,4720836843,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19726001,Illumina NovaSeq 6000,GSM7105402,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:32:00Z,1,GSM7105402,female,Choroid plexus,SRP428176,C57BL/6JN,Choroid plexus,aDR
SRR23914406,RNA-Seq,300,4801656900,PRJNA946653,SAMN33827098,1774135807,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19726000,Illumina NovaSeq 6000,GSM7105401,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:11:00Z,1,GSM7105401,female,Choroid plexus,SRP428176,C57BL/6JN,Choroid plexus,aDR
SRR23914407,RNA-Seq,300,6401547000,PRJNA946653,SAMN33827099,2358915063,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",Dietary Intervention,SRX19725999,Illumina NovaSeq 6000,GSM7105400,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:22:00Z,1,GSM7105400,female,Choroid plexus,SRP428176,C57BL/6JN,Choroid plexus,AL
SRR23914408,RNA-Seq,300,11947155300,PRJNA946653,SAMN33827100,4352595132,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725998,Illumina NovaSeq 6000,GSM7105399,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:28:00Z,1,GSM7105399,female,Choroid plexus,SRP428176,C57BL/6JN,Choroid plexus,aDR
SRR23914409,RNA-Seq,300,11611960200,PRJNA946653,SAMN33827101,4178660898,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725997,Illumina NovaSeq 6000,GSM7105398,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:25:00Z,1,GSM7105398,female,Choroid plexus,SRP428176,C57BL/6JN,Choroid plexus,aDR
SRR23914410,RNA-Seq,300,4924250700,PRJNA946653,SAMN33827102,1812647579,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Dietary Intervention,SRX19725996,Illumina NovaSeq 6000,GSM7105397,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:13:00Z,1,GSM7105397,female,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,AL
SRR23914411,RNA-Seq,300,8267826000,PRJNA946653,SAMN33827103,3047934148,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725995,Illumina NovaSeq 6000,GSM7105396,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:14:00Z,1,GSM7105396,female,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,AL
SRR23914412,RNA-Seq,300,8270086800,PRJNA946653,SAMN33827104,3114359885,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725994,Illumina NovaSeq 6000,GSM7105395,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,67,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:17:00Z,1,GSM7105395,female,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,aDR
SRR23914413,RNA-Seq,300,11685941400,PRJNA946653,SAMN33827105,4295456445,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725993,Illumina NovaSeq 6000,GSM7105394,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,66,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:21:00Z,1,GSM7105394,female,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,AL
SRR23914414,RNA-Seq,300,1279249500,PRJNA946653,SAMN33827106,485442994,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Dietary Intervention,SRX19725992,Illumina NovaSeq 6000,GSM7105393,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,65,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:04:00Z,1,GSM7105393,female,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,aDR
SRR23914415,RNA-Seq,300,7314737700,PRJNA946653,SAMN33827107,2743511357,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725991,Illumina NovaSeq 6000,GSM7105392,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,64,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:16:00Z,1,GSM7105392,female,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,aDR
SRR23914416,RNA-Seq,300,7040112600,PRJNA946653,SAMN33827108,2585669350,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Dietary Intervention,SRX19725990,Illumina NovaSeq 6000,GSM7105391,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,63,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:15:00Z,1,GSM7105391,female,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,AL
SRR23914417,RNA-Seq,300,8171400300,PRJNA946653,SAMN33827109,2957974141,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",Dietary Intervention,SRX19725989,Illumina NovaSeq 6000,GSM7105390,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,62,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:18:00Z,1,GSM7105390,female,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,aDR
SRR23914418,RNA-Seq,300,4531495500,PRJNA946653,SAMN33827110,1665328021,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725988,Illumina NovaSeq 6000,GSM7105389,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,61,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:12:00Z,1,GSM7105389,female,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,aDR
SRR23914419,RNA-Seq,300,7261117800,PRJNA946653,SAMN33827111,2681856624,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725987,Illumina NovaSeq 6000,GSM7105388,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,69,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:11:00Z,1,GSM7105388,female,Medulla,SRP428176,C57BL/6JN,Medulla,AL
SRR23914420,RNA-Seq,300,5015156400,PRJNA946653,SAMN33827112,1887013869,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Dietary Intervention,SRX19725986,Illumina NovaSeq 6000,GSM7105387,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,68,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:12:00Z,1,GSM7105387,female,Medulla,SRP428176,C57BL/6JN,Medulla,AL
SRR23914421,RNA-Seq,300,8066173800,PRJNA946653,SAMN33826993,2988075950,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19725985,Illumina NovaSeq 6000,GSM7105506,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,81,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:25:00Z,1,GSM7105506,male,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,YMP
SRR23914422,RNA-Seq,300,10350548700,PRJNA946653,SAMN33826994,3774017850,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19725984,Illumina NovaSeq 6000,GSM7105505,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,80,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:16:00Z,1,GSM7105505,male,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,PBS
SRR23914423,RNA-Seq,300,2554397700,PRJNA946653,SAMN33826995,954240252,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19725983,Illumina NovaSeq 6000,GSM7105504,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,77,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:07:00Z,1,GSM7105504,male,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,YMP
SRR23914424,RNA-Seq,300,7445124900,PRJNA946653,SAMN33826996,2723483611,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",Young Plasma Injection,SRX19725982,Illumina NovaSeq 6000,GSM7105503,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,76,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:17:00Z,1,GSM7105503,male,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,PBS
SRR23914425,RNA-Seq,300,424835100,PRJNA946653,SAMN33826997,157218581,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",Young Plasma Injection,SRX19725981,Illumina NovaSeq 6000,GSM7105502,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,73,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:03:00Z,1,GSM7105502,male,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,YMP
SRR23914426,RNA-Seq,300,2562036000,PRJNA946653,SAMN33826998,939941139,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19725980,Illumina NovaSeq 6000,GSM7105501,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,72,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:08:00Z,1,GSM7105501,male,Olfactory bulb,SRP428176,C57BL/6JN,Olfactory bulb,PBS
SRR23914427,RNA-Seq,300,4739245500,PRJNA946653,SAMN33826999,1723449952,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725979,Illumina NovaSeq 6000,GSM7105500,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,84,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:08:00Z,1,GSM7105500,male,Medulla,SRP428176,C57BL/6JN,Medulla,PBS
SRR23914428,RNA-Seq,300,8267607300,PRJNA946653,SAMN33827000,3024138045,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",Young Plasma Injection,SRX19725978,Illumina NovaSeq 6000,GSM7105499,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,81,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:16:00Z,1,GSM7105499,male,Medulla,SRP428176,C57BL/6JN,Medulla,YMP
SRR23914429,RNA-Seq,300,6084661800,PRJNA946653,SAMN33827001,2214481583,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Young Plasma Injection,SRX19725977,Illumina NovaSeq 6000,GSM7105498,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,80,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:14:00Z,1,GSM7105498,male,Medulla,SRP428176,C57BL/6JN,Medulla,PBS
SRR23914430,RNA-Seq,300,5777638800,PRJNA946653,SAMN33827002,2108744590,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",Young Plasma Injection,SRX19725976,Illumina NovaSeq 6000,GSM7105497,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,77,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:14:00Z,1,GSM7105497,male,Medulla,SRP428176,C57BL/6JN,Medulla,YMP
SRR23914431,RNA-Seq,300,1965325800,PRJNA946653,SAMN33827003,724204637,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19725975,Illumina NovaSeq 6000,GSM7105496,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,76,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:05:00Z,1,GSM7105496,male,Medulla,SRP428176,C57BL/6JN,Medulla,PBS
SRR23914432,RNA-Seq,300,3903336300,PRJNA946653,SAMN33827004,1409935099,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725974,Illumina NovaSeq 6000,GSM7105495,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,73,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:10:00Z,1,GSM7105495,male,Medulla,SRP428176,C57BL/6JN,Medulla,YMP
SRR23914433,RNA-Seq,300,18580479000,PRJNA946653,SAMN33827005,6775840275,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",Young Plasma Injection,SRX19725973,Illumina NovaSeq 6000,GSM7105494,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,72,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:36:00Z,1,GSM7105494,male,Medulla,SRP428176,C57BL/6JN,Medulla,PBS
SRR23914434,RNA-Seq,300,3944710200,PRJNA946653,SAMN33827006,1488236857,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",Young Plasma Injection,SRX19725972,Illumina NovaSeq 6000,GSM7105493,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,84,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:11:00Z,1,GSM7105493,male,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,PBS
SRR23914435,RNA-Seq,300,4360296000,PRJNA946653,SAMN33827007,1598022623,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",Young Plasma Injection,SRX19725971,Illumina NovaSeq 6000,GSM7105492,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,81,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:09:00Z,1,GSM7105492,male,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,YMP
SRR23914436,RNA-Seq,300,5987869200,PRJNA946653,SAMN33827008,2181014315,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",Young Plasma Injection,SRX19725970,Illumina NovaSeq 6000,GSM7105491,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,80,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:12:00Z,1,GSM7105491,male,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,PBS
SRR23914437,RNA-Seq,300,4951663200,PRJNA946653,SAMN33827009,1808826875,"TONY WYSS-CORAY, NEUROLOGY & NEUROLOGICAL SCIENCES, STANFORD MEDICINE",public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",Young Plasma Injection,SRX19725969,Illumina NovaSeq 6000,GSM7105490,Unstranded mRNA-seq,PAIRED,cDNA,TRANSCRIPTOMIC,77,Mus musculus,ILLUMINA,2023-04-18T00:00:00Z,2023-03-20T11:10:00Z,1,GSM7105490,male,Hypothalamus,SRP428176,C57BL/6JN,Hypothalamus,YMP
